policy_id,age,gender,marital_status,region,income_bracket,policy_type,policy_tenure,premium_amount,sum_assured,payment_mode,missed_payments,num_claims,agent_contact,loan_on_policy,lapsed
POL03981,42,Male,Single,Rural,High,Endowment,1,48185,285308,Monthly,1,1,1,0,0
POL03982,49,Male,Divorced,Semi-Urban,Low,Term,13,16258,305390,Yearly,1,1,1,0,0
POL03983,61,Female,Divorced,Semi-Urban,High,Endowment,4,35527,220840,Monthly,2,1,1,0,0
POL03984,22,Female,Married,Rural,Medium,Endowment,11,15139,283303,Monthly,2,0,0,0,0
POL03985,57,Female,Divorced,Urban,Low,Term,19,47325,585036,Monthly,2,0,0,0,0
POL03986,42,Female,Divorced,Semi-Urban,Medium,Endowment,11,45503,533357,Yearly,0,0,0,0,0
POL03987,64,Male,Married,Urban,High,Endowment,12,24514,480464,Monthly,0,1,0,1,0
POL03988,56,Male,Single,Semi-Urban,Medium,Term,11,25917,514601,Monthly,3,0,1,0,1
POL03989,34,Female,Divorced,Semi-Urban,Medium,Term,6,34097,503021,Yearly,1,0,0,0,0
POL03990,31,Male,Divorced,Semi-Urban,High,Whole Life,12,22788,157391,Quarterly,0,0,0,0,0
POL03991,65,Female,Divorced,Urban,Low,Endowment,9,30061,378544,Yearly,4,1,1,0,0
POL03992,68,Female,Divorced,Rural,Medium,Whole Life,10,14947,193376,Yearly,1,0,1,0,0
POL03993,31,Male,Married,Semi-Urban,Medium,Whole Life,3,20544,261251,Monthly,3,0,1,0,0
POL03994,67,Female,Married,Rural,Medium,ULIP,3,25014,338749,Yearly,2,0,1,0,0
POL03995,34,Female,Married,Semi-Urban,Low,Term,16,19795,104534,Yearly,3,2,1,1,1
POL03996,58,Male,Divorced,Semi-Urban,Medium,ULIP,3,37632,589633,Yearly,1,1,1,0,0
POL03997,59,Male,Single,Urban,Medium,Term,10,24352,381983,Monthly,2,1,1,0,1
POL03998,45,Female,Divorced,Rural,Medium,ULIP,11,28653,192893,Yearly,3,0,0,0,0
POL03999,23,Female,Divorced,Rural,Medium,Term,8,6579,89169,Monthly,3,0,0,0,0
POL04000,43,Male,Single,Urban,Low,Endowment,6,36758,497167,Yearly,1,0,0,0,1
POL04001,38,Female,Divorced,Rural,High,Endowment,11,48755,742868,Monthly,0,0,1,0,1
POL04002,57,Female,Married,Semi-Urban,Medium,Whole Life,12,43760,274855,Monthly,4,1,1,0,1
POL04003,35,Male,Married,Semi-Urban,High,ULIP,16,37818,544486,Yearly,3,0,1,0,0
POL04004,31,Male,Single,Rural,Low,Whole Life,18,11452,105487,Quarterly,4,1,0,0,0
POL04005,56,Male,Married,Rural,Medium,ULIP,13,42921,541021,Yearly,1,1,0,1,0
POL04006,46,Male,Single,Rural,Low,Term,3,20340,337641,Quarterly,1,1,1,1,0
POL04007,24,Male,Single,Urban,Medium,Term,15,7787,121357,Monthly,0,0,1,0,0
POL04008,68,Male,Divorced,Rural,Low,ULIP,14,20839,141362,Quarterly,2,0,1,0,0
POL04009,59,Female,Married,Rural,Medium,ULIP,18,7155,99223,Quarterly,4,0,0,0,0
POL04010,38,Female,Single,Semi-Urban,High,Endowment,14,12019,234812,Monthly,3,1,1,0,0
POL04011,33,Male,Divorced,Urban,Low,ULIP,5,25614,188302,Quarterly,2,0,1,0,0
POL04012,45,Male,Single,Rural,Low,Endowment,14,31190,554982,Yearly,4,0,1,0,0
POL04013,50,Female,Married,Rural,High,ULIP,8,45375,705046,Quarterly,4,0,0,0,0
POL04014,64,Female,Married,Urban,Medium,Endowment,15,15928,264564,Monthly,2,1,1,0,0
POL04015,46,Female,Divorced,Semi-Urban,Medium,Whole Life,15,13598,125501,Quarterly,2,1,0,0,0
POL04016,57,Male,Single,Urban,Low,Endowment,19,49339,459757,Monthly,0,2,1,0,0
POL04017,47,Male,Married,Semi-Urban,Medium,Whole Life,6,25581,475558,Monthly,3,1,1,1,1
POL04018,59,Female,Married,Rural,Low,Endowment,19,49655,516286,Yearly,3,3,0,0,0
POL04019,22,Male,Married,Rural,Medium,Term,8,18919,112477,Monthly,3,1,1,0,0
POL04020,41,Male,Married,Urban,Medium,Endowment,6,43180,604906,Quarterly,2,0,1,0,0
POL04021,49,Male,Married,Rural,Medium,ULIP,15,9499,65279,Yearly,0,0,1,0,0
POL04022,37,Female,Single,Urban,Medium,Whole Life,3,42677,723330,Yearly,1,1,0,0,0
POL04023,68,Female,Single,Urban,Medium,ULIP,10,48862,714665,Quarterly,0,0,0,0,0
POL04024,38,Male,Divorced,Urban,Low,ULIP,15,30602,554535,Quarterly,2,0,1,0,0
POL04025,61,Male,Married,Rural,High,Term,16,34692,581873,Yearly,0,0,1,0,0
POL04026,49,Male,Divorced,Semi-Urban,Medium,Endowment,17,45422,303496,Monthly,2,2,1,0,0
POL04027,33,Male,Single,Rural,Low,Term,19,26760,286761,Yearly,4,0,1,0,0
POL04028,48,Male,Single,Semi-Urban,Low,Endowment,11,7920,131617,Yearly,4,0,1,0,0
POL04029,63,Female,Divorced,Semi-Urban,Low,ULIP,16,29085,327500,Yearly,1,0,1,0,0
POL04030,68,Male,Single,Semi-Urban,Low,Endowment,5,27925,546924,Monthly,4,0,1,0,0
POL04031,51,Male,Married,Rural,Medium,Term,5,10615,170223,Quarterly,1,0,1,0,0
POL04032,62,Male,Married,Semi-Urban,Medium,Whole Life,14,42083,220199,Quarterly,3,0,0,0,1
POL04033,55,Female,Single,Rural,High,Term,18,7783,141648,Quarterly,2,0,1,0,0
POL04034,58,Female,Married,Rural,Low,Term,8,14605,95108,Monthly,3,1,1,0,1
POL04035,27,Male,Divorced,Urban,Medium,Term,5,49608,352606,Monthly,3,0,0,1,0
POL04036,28,Female,Single,Rural,Medium,Whole Life,7,24192,387492,Quarterly,1,0,0,0,0
POL04037,53,Female,Divorced,Rural,Low,ULIP,16,8331,149745,Quarterly,2,1,0,0,0
POL04038,53,Female,Single,Rural,High,Term,14,36856,480795,Quarterly,1,0,0,0,0
POL04039,46,Female,Married,Rural,High,Term,5,7846,73248,Quarterly,0,0,1,0,0
POL04040,54,Female,Married,Semi-Urban,Medium,Term,9,38697,397407,Monthly,3,2,0,0,0
POL04041,28,Female,Married,Semi-Urban,Medium,Whole Life,4,42586,431964,Quarterly,2,0,0,0,0
POL04042,33,Male,Married,Rural,High,Whole Life,4,40030,396303,Yearly,3,1,1,1,0
POL04043,37,Female,Divorced,Rural,Medium,Whole Life,16,17775,153640,Quarterly,0,0,1,1,0
POL04044,37,Female,Divorced,Urban,Low,ULIP,17,12549,177355,Monthly,0,1,1,0,0
POL04045,64,Male,Single,Semi-Urban,Low,Endowment,15,27437,507751,Yearly,2,0,0,0,0
POL04046,57,Male,Married,Rural,Medium,ULIP,4,28958,278177,Yearly,2,1,1,0,0
POL04047,34,Male,Married,Urban,Medium,ULIP,6,29243,228107,Yearly,0,0,1,1,0
POL04048,28,Male,Divorced,Urban,Medium,ULIP,16,47177,829308,Monthly,3,0,1,0,1
POL04049,57,Female,Married,Rural,Low,Endowment,4,47424,764794,Quarterly,4,1,1,0,0
POL04050,68,Female,Married,Urban,High,Term,6,33984,644423,Monthly,3,0,0,0,0
POL04051,30,Female,Married,Urban,Medium,Whole Life,5,41942,313843,Monthly,4,0,1,0,1
POL04052,53,Female,Divorced,Urban,Medium,ULIP,16,42538,304732,Yearly,1,2,1,0,0
POL04053,32,Male,Divorced,Semi-Urban,Low,Whole Life,16,10833,142144,Yearly,2,0,1,0,0
POL04054,29,Female,Married,Urban,High,Whole Life,10,28386,403549,Monthly,0,0,0,0,0
POL04055,54,Female,Divorced,Urban,Medium,Whole Life,9,39813,485822,Yearly,1,0,1,0,0
POL04056,44,Male,Married,Rural,Medium,Term,4,38805,542668,Monthly,3,1,1,1,1
POL04057,46,Female,Single,Rural,High,Whole Life,14,11242,86627,Yearly,4,0,1,0,0
POL04058,29,Female,Married,Semi-Urban,High,Whole Life,4,33704,410993,Quarterly,2,1,1,0,0
POL04059,66,Female,Married,Rural,Low,Term,12,47419,705186,Quarterly,4,0,1,0,1
POL04060,43,Female,Single,Semi-Urban,High,Whole Life,10,29832,342787,Quarterly,3,0,1,1,0
POL04061,25,Male,Married,Urban,Medium,Endowment,4,17321,263135,Yearly,3,1,1,0,0
POL04062,61,Male,Married,Urban,Low,Endowment,18,43930,516962,Yearly,0,0,1,0,0
POL04063,24,Male,Single,Urban,Low,ULIP,13,37407,374219,Quarterly,1,0,0,0,1
POL04064,50,Male,Married,Rural,Medium,Endowment,13,9073,86684,Monthly,2,1,0,0,0
POL04065,62,Male,Single,Semi-Urban,Medium,Endowment,14,22667,253043,Monthly,0,2,1,0,0
POL04066,50,Female,Single,Rural,Medium,Endowment,18,21035,112460,Quarterly,4,0,0,0,1
POL04067,55,Female,Married,Rural,Low,Term,1,11732,176307,Yearly,1,0,1,0,0
POL04068,55,Male,Married,Semi-Urban,High,Endowment,16,8487,150021,Monthly,2,0,1,0,1
POL04069,49,Male,Married,Semi-Urban,High,Whole Life,15,39952,412280,Monthly,4,0,1,1,0
POL04070,34,Male,Single,Semi-Urban,Medium,ULIP,5,34425,195895,Monthly,2,1,0,0,1
POL04071,36,Female,Single,Urban,High,Whole Life,6,24571,486545,Yearly,2,0,1,0,0
POL04072,44,Male,Divorced,Rural,High,Whole Life,6,34075,305157,Monthly,1,0,1,0,0
POL04073,65,Female,Single,Rural,Low,Endowment,3,47185,325544,Monthly,4,1,1,0,0
POL04074,47,Female,Divorced,Urban,Medium,ULIP,16,10495,110683,Quarterly,0,0,0,0,0
POL04075,25,Female,Single,Semi-Urban,High,Whole Life,12,23681,380751,Yearly,0,0,0,0,0
POL04076,47,Female,Married,Rural,Low,ULIP,4,19781,186114,Quarterly,0,1,1,0,0
POL04077,61,Male,Married,Urban,High,Endowment,1,44865,611085,Monthly,2,0,1,0,0
POL04078,30,Female,Married,Rural,Low,Whole Life,4,13469,151302,Yearly,3,0,0,0,1
POL04079,26,Female,Divorced,Rural,Medium,Term,1,21202,143462,Yearly,1,1,1,0,0
POL04080,53,Male,Married,Rural,Medium,Whole Life,8,24928,248140,Quarterly,0,1,1,0,0
POL04081,41,Female,Single,Semi-Urban,Medium,Whole Life,5,15985,253730,Quarterly,1,0,0,0,0
POL04082,32,Female,Married,Semi-Urban,Medium,ULIP,2,44599,632416,Yearly,2,0,1,0,0
POL04083,36,Female,Married,Rural,Medium,ULIP,12,21775,147997,Yearly,1,0,1,0,0
POL04084,53,Male,Single,Semi-Urban,Medium,ULIP,17,5968,44460,Quarterly,0,0,1,0,0
POL04085,49,Female,Divorced,Urban,Medium,Endowment,7,15382,224746,Monthly,0,0,0,0,0
POL04086,43,Female,Married,Urban,Medium,ULIP,11,10151,174609,Yearly,2,0,0,0,0
POL04087,62,Male,Divorced,Rural,Medium,Endowment,4,31804,325740,Monthly,2,0,1,0,0
POL04088,38,Male,Divorced,Urban,High,ULIP,5,48586,676786,Quarterly,4,0,0,1,1
POL04089,47,Female,Married,Semi-Urban,Medium,Term,6,37259,281665,Yearly,2,1,1,0,0
POL04090,65,Female,Single,Semi-Urban,Medium,ULIP,11,25748,248999,Quarterly,3,0,1,0,0
POL04091,28,Male,Divorced,Urban,Low,Endowment,1,24691,130962,Yearly,3,0,1,1,0
POL04092,63,Female,Single,Rural,Medium,Endowment,10,37020,611723,Yearly,0,3,0,1,0
POL04093,47,Male,Divorced,Urban,Low,Whole Life,11,48560,534895,Quarterly,2,0,1,0,0
POL04094,46,Female,Married,Semi-Urban,Medium,ULIP,17,32256,556154,Quarterly,3,0,0,0,0
POL04095,31,Male,Single,Rural,Low,Endowment,8,11125,173834,Monthly,3,1,1,1,1
POL04096,66,Female,Single,Semi-Urban,Low,Whole Life,13,9370,163330,Quarterly,4,0,1,0,0
POL04097,40,Male,Divorced,Rural,Medium,Term,18,9838,91344,Quarterly,2,0,0,1,1
POL04098,32,Male,Single,Rural,Medium,Endowment,16,8134,63255,Monthly,4,1,0,1,1
POL04099,34,Male,Married,Rural,Medium,ULIP,2,48199,943668,Quarterly,1,1,1,0,0
POL04100,29,Male,Single,Semi-Urban,Low,Term,5,16556,260921,Monthly,4,1,1,1,1
POL04101,61,Male,Single,Rural,High,Endowment,18,38822,679797,Monthly,1,1,1,0,0
POL04102,25,Female,Divorced,Rural,Low,ULIP,3,32977,171381,Quarterly,1,0,1,0,0
POL04103,68,Female,Single,Urban,High,Endowment,17,25113,259088,Monthly,2,1,0,0,0
POL04104,52,Male,Single,Urban,Medium,ULIP,16,35566,574115,Monthly,1,0,1,0,0
POL04105,49,Female,Married,Semi-Urban,Low,Whole Life,6,7669,47315,Monthly,1,0,0,0,0
POL04106,32,Female,Single,Rural,Medium,Endowment,19,21081,284806,Quarterly,4,0,1,0,0
POL04107,64,Female,Married,Urban,High,Endowment,7,17938,205140,Quarterly,2,0,0,1,0
POL04108,22,Female,Single,Semi-Urban,Medium,Term,18,10717,56416,Monthly,2,0,1,0,0
POL04109,68,Female,Single,Rural,Low,Whole Life,14,17282,147581,Quarterly,1,0,1,0,0
POL04110,59,Female,Married,Semi-Urban,Medium,Term,6,47065,436381,Yearly,4,1,0,0,0
POL04111,45,Male,Single,Rural,Medium,Endowment,8,19201,128222,Monthly,4,0,0,1,0
POL04112,68,Female,Single,Urban,High,Whole Life,15,21289,308116,Yearly,4,0,0,0,0
POL04113,52,Female,Divorced,Rural,High,ULIP,15,29406,253949,Quarterly,4,1,1,1,0
POL04114,62,Female,Divorced,Urban,Low,Whole Life,15,36286,332535,Yearly,0,1,0,0,1
POL04115,67,Male,Single,Rural,Medium,Whole Life,16,17873,330178,Quarterly,1,0,1,0,0
POL04116,47,Female,Married,Rural,Low,ULIP,1,21512,258291,Quarterly,1,0,0,1,0
POL04117,26,Female,Divorced,Urban,High,Endowment,11,33927,369190,Monthly,1,0,1,0,0
POL04118,41,Female,Single,Urban,Medium,Endowment,5,28461,451336,Yearly,2,0,1,0,1
POL04119,62,Male,Divorced,Urban,High,Term,5,25710,479342,Monthly,2,1,0,1,0
POL04120,32,Female,Single,Semi-Urban,Medium,Endowment,6,24952,134130,Yearly,4,1,1,0,0
POL04121,54,Male,Married,Urban,Medium,Endowment,2,18448,216276,Quarterly,2,1,1,0,0
POL04122,59,Female,Divorced,Rural,Low,ULIP,6,20198,286038,Quarterly,3,1,1,1,1
POL04123,48,Male,Divorced,Semi-Urban,High,Term,14,12622,123423,Monthly,1,1,1,0,0
POL04124,55,Male,Single,Semi-Urban,Medium,Whole Life,11,45848,760440,Yearly,1,0,0,1,0
POL04125,36,Male,Married,Semi-Urban,High,Term,4,7402,144873,Yearly,0,0,0,0,0
POL04126,53,Female,Married,Semi-Urban,Low,Endowment,9,41324,791412,Quarterly,0,0,0,0,0
POL04127,42,Male,Married,Urban,Medium,Term,3,33467,300859,Monthly,3,2,1,0,0
POL04128,67,Male,Single,Rural,Medium,Whole Life,16,39961,335475,Quarterly,0,1,1,1,0
POL04129,26,Male,Married,Rural,Low,ULIP,11,48007,929528,Quarterly,4,1,1,0,0
POL04130,27,Male,Married,Semi-Urban,Medium,Endowment,4,25739,305764,Monthly,4,1,1,0,0
POL04131,59,Female,Single,Semi-Urban,Medium,Endowment,1,23518,191071,Yearly,1,1,0,0,0
POL04132,43,Female,Married,Urban,Low,Whole Life,16,31547,492289,Yearly,4,0,1,0,0
POL04133,39,Female,Married,Rural,Low,ULIP,19,33936,314461,Quarterly,0,0,1,0,0
POL04134,35,Female,Divorced,Urban,Medium,Term,16,25287,227803,Yearly,3,0,1,1,0
POL04135,31,Male,Married,Semi-Urban,Medium,Whole Life,11,46351,843066,Monthly,4,0,1,0,0
POL04136,67,Female,Divorced,Semi-Urban,Medium,Term,8,30476,226655,Yearly,1,0,0,1,0
POL04137,34,Male,Divorced,Semi-Urban,Medium,ULIP,1,17875,106640,Yearly,1,1,0,0,0
POL04138,52,Female,Divorced,Rural,Low,ULIP,9,15686,141766,Quarterly,0,1,1,0,1
POL04139,51,Female,Divorced,Rural,Low,ULIP,12,22536,317851,Yearly,4,0,0,0,1
POL04140,24,Female,Married,Semi-Urban,High,ULIP,8,39062,267430,Monthly,0,0,1,0,0
POL04141,51,Male,Divorced,Rural,Low,Term,17,30041,362712,Quarterly,1,0,0,0,0
POL04142,27,Female,Divorced,Semi-Urban,Medium,Whole Life,10,36653,528171,Monthly,3,0,1,1,0
POL04143,50,Female,Divorced,Rural,Medium,Whole Life,7,26673,472940,Yearly,4,0,1,0,0
POL04144,29,Female,Married,Rural,High,Term,19,15367,129821,Yearly,3,0,1,0,0
POL04145,65,Male,Single,Semi-Urban,Low,ULIP,6,24629,425101,Quarterly,4,1,1,0,0
POL04146,66,Female,Divorced,Rural,High,ULIP,19,28100,239512,Monthly,1,0,1,0,0
POL04147,64,Female,Divorced,Semi-Urban,Medium,Endowment,18,11654,176575,Yearly,4,1,1,1,0
POL04148,65,Male,Single,Urban,Low,Endowment,15,30063,344525,Yearly,1,0,1,0,0
POL04149,54,Male,Married,Rural,Low,Term,2,24322,163449,Quarterly,2,2,1,1,1
POL04150,38,Female,Divorced,Urban,Medium,Whole Life,14,24010,377291,Yearly,1,0,1,0,0
POL04151,69,Female,Married,Semi-Urban,Medium,Endowment,10,17693,146258,Yearly,1,1,0,0,0
POL04152,32,Female,Divorced,Semi-Urban,Medium,Endowment,16,14241,108934,Yearly,4,0,1,1,0
POL04153,34,Male,Married,Rural,High,Whole Life,7,34778,360816,Monthly,3,0,1,0,0
POL04154,32,Male,Married,Rural,Medium,Endowment,8,41843,619249,Monthly,1,2,1,0,0
POL04155,52,Male,Divorced,Rural,Medium,Whole Life,10,17651,150209,Monthly,4,1,0,0,1
POL04156,49,Female,Divorced,Semi-Urban,Medium,Term,15,30966,240138,Yearly,1,0,1,0,0
POL04157,65,Male,Married,Rural,Medium,Endowment,8,14275,73506,Quarterly,0,0,1,0,0
POL04158,27,Female,Divorced,Urban,Low,ULIP,13,6658,80392,Quarterly,0,1,1,0,0
POL04159,62,Male,Single,Rural,Medium,Term,12,33963,388186,Quarterly,0,0,1,0,0
POL04160,37,Male,Married,Semi-Urban,Medium,Endowment,8,11932,101517,Monthly,0,0,0,0,0
POL04161,25,Male,Single,Urban,Low,Whole Life,15,19248,111730,Monthly,3,0,1,1,0
POL04162,56,Female,Divorced,Urban,Low,Term,12,29437,336725,Monthly,1,0,1,0,0
POL04163,69,Female,Single,Rural,Low,Endowment,11,44727,752445,Monthly,0,0,0,1,1
POL04164,47,Female,Single,Semi-Urban,Medium,Term,19,23201,364933,Yearly,4,1,1,0,0
POL04165,33,Female,Married,Semi-Urban,Low,ULIP,14,46150,826635,Quarterly,0,1,0,0,0
POL04166,32,Male,Single,Rural,Medium,Endowment,18,29355,150994,Quarterly,2,0,0,0,0
POL04167,58,Female,Divorced,Semi-Urban,Medium,Endowment,13,19999,389906,Monthly,2,0,1,0,0
POL04168,46,Male,Married,Rural,Medium,Whole Life,4,11376,115138,Quarterly,3,1,1,1,1
POL04169,39,Female,Divorced,Semi-Urban,Medium,Term,17,8476,168299,Quarterly,2,2,0,1,0
POL04170,40,Female,Divorced,Urban,Medium,ULIP,19,9366,82320,Monthly,4,0,0,1,1
POL04171,44,Male,Single,Rural,High,Whole Life,9,30733,371040,Monthly,0,1,0,0,0
POL04172,59,Male,Divorced,Semi-Urban,High,Endowment,7,17458,179973,Monthly,2,0,1,1,1
POL04173,39,Female,Single,Semi-Urban,High,Whole Life,1,37795,390664,Monthly,2,0,1,0,0
POL04174,47,Female,Married,Rural,Low,Whole Life,7,25615,451700,Yearly,3,0,1,0,0
POL04175,27,Male,Married,Urban,Low,ULIP,7,16164,261796,Quarterly,2,1,0,1,0
POL04176,25,Male,Single,Semi-Urban,Medium,Endowment,7,44316,881102,Yearly,0,0,0,0,0
POL04177,65,Male,Married,Rural,Medium,ULIP,8,8024,113962,Quarterly,1,0,1,0,0
POL04178,50,Male,Married,Urban,Low,Endowment,16,34559,412940,Yearly,0,1,0,0,0
POL04179,55,Male,Married,Semi-Urban,Low,Term,3,6264,39783,Monthly,2,2,1,1,0
POL04180,38,Female,Married,Semi-Urban,High,Term,13,14047,280215,Yearly,2,0,1,0,0
POL04181,64,Female,Single,Semi-Urban,Medium,ULIP,10,49985,663448,Monthly,2,0,0,0,0
POL04182,64,Female,Single,Rural,Medium,Whole Life,18,11587,179681,Monthly,3,1,0,0,0
POL04183,37,Female,Divorced,Rural,Low,Endowment,7,11577,128517,Yearly,4,1,0,0,0
POL04184,23,Male,Divorced,Rural,Medium,Endowment,5,22635,299138,Quarterly,0,0,1,0,0
POL04185,55,Male,Married,Urban,Medium,ULIP,7,8870,169759,Yearly,2,0,1,0,0
POL04186,29,Male,Single,Semi-Urban,Low,Whole Life,17,39094,293060,Monthly,1,0,1,0,1
POL04187,34,Female,Single,Semi-Urban,High,Whole Life,4,14217,133434,Monthly,3,0,0,0,0
POL04188,63,Male,Single,Urban,Medium,Endowment,16,22602,164562,Quarterly,4,0,1,0,0
POL04189,29,Male,Divorced,Urban,Medium,Term,19,5605,94630,Quarterly,2,0,0,0,0
POL04190,51,Female,Married,Rural,High,Endowment,10,27343,162162,Quarterly,0,0,0,1,0
POL04191,53,Female,Single,Semi-Urban,Medium,Term,3,18003,112059,Monthly,1,1,1,0,0
POL04192,57,Female,Divorced,Urban,Medium,ULIP,3,48257,457351,Yearly,3,0,1,0,0
POL04193,68,Male,Single,Urban,Low,Whole Life,17,37089,471505,Quarterly,0,0,1,1,1
POL04194,51,Male,Single,Urban,Medium,Endowment,10,22661,251403,Monthly,0,0,1,0,0
POL04195,22,Female,Divorced,Rural,Low,ULIP,17,21782,123552,Yearly,3,1,1,0,0
POL04196,64,Female,Divorced,Rural,Low,Whole Life,17,35029,678244,Quarterly,0,1,1,0,1
POL04197,60,Male,Single,Semi-Urban,Medium,Term,4,18487,356670,Yearly,1,0,1,0,0
POL04198,38,Female,Married,Rural,Low,ULIP,6,44042,404761,Yearly,1,0,1,0,0
POL04199,41,Male,Married,Semi-Urban,Medium,ULIP,12,27065,432306,Monthly,0,0,0,1,0
POL04200,45,Female,Divorced,Rural,Medium,Endowment,17,15844,216724,Monthly,2,0,0,0,1
POL04201,43,Female,Single,Rural,Medium,ULIP,17,24323,208257,Monthly,0,1,1,0,0
POL04202,50,Female,Divorced,Rural,Low,ULIP,10,30397,271523,Yearly,2,0,1,1,0
POL04203,43,Male,Single,Urban,Low,Endowment,7,22328,276137,Quarterly,0,0,1,0,0
POL04204,65,Male,Single,Rural,Medium,ULIP,16,48739,550192,Quarterly,4,0,0,0,0
POL04205,30,Female,Single,Semi-Urban,Medium,Term,13,43733,409709,Quarterly,1,2,1,0,0
POL04206,58,Male,Divorced,Rural,Low,Endowment,3,34715,594066,Monthly,0,0,1,0,0
POL04207,31,Female,Divorced,Urban,Medium,Term,2,44116,539183,Quarterly,1,0,1,0,0
POL04208,57,Female,Divorced,Urban,Medium,Endowment,16,22580,334697,Quarterly,3,1,0,0,0
POL04209,58,Male,Divorced,Semi-Urban,Low,Whole Life,6,5823,45647,Monthly,4,1,1,1,0
POL04210,49,Male,Married,Semi-Urban,Medium,ULIP,6,31472,409218,Quarterly,2,1,1,0,0
POL04211,49,Male,Single,Urban,Medium,Whole Life,13,12084,118056,Quarterly,3,0,1,0,0
POL04212,63,Male,Divorced,Rural,High,Term,7,17455,225103,Quarterly,4,2,1,0,0
POL04213,64,Female,Single,Semi-Urban,Low,Whole Life,5,15607,260830,Yearly,3,1,1,0,0
POL04214,42,Male,Married,Semi-Urban,Medium,Term,7,21919,362402,Yearly,1,0,0,0,0
POL04215,45,Male,Divorced,Rural,High,Whole Life,2,24394,251582,Monthly,4,2,0,0,0
POL04216,63,Female,Married,Rural,Medium,Term,17,15819,243836,Monthly,3,1,0,0,0
POL04217,61,Female,Divorced,Rural,Medium,ULIP,13,16969,324436,Yearly,2,0,1,1,0
POL04218,23,Female,Single,Urban,Low,Whole Life,16,22333,321261,Monthly,4,1,1,1,0
POL04219,29,Female,Married,Urban,High,Term,2,16700,120676,Monthly,4,0,0,0,1
POL04220,69,Male,Married,Rural,High,Term,5,36792,559077,Quarterly,3,0,1,0,0
POL04221,48,Male,Divorced,Semi-Urban,Medium,Whole Life,18,38311,251839,Monthly,0,0,1,0,0
POL04222,43,Female,Single,Semi-Urban,Low,Whole Life,7,41668,753426,Monthly,2,0,1,0,1
POL04223,58,Female,Single,Urban,Low,Whole Life,11,16945,216047,Quarterly,2,1,0,0,1
POL04224,48,Male,Single,Urban,Medium,ULIP,11,41992,452552,Quarterly,3,1,1,0,0
POL04225,50,Male,Single,Semi-Urban,Low,ULIP,17,40634,237916,Yearly,1,1,1,0,0
POL04226,24,Male,Divorced,Urban,Medium,ULIP,16,23630,253118,Monthly,1,0,0,0,0
POL04227,65,Male,Married,Urban,Medium,Whole Life,13,46036,853880,Quarterly,0,1,1,0,0
POL04228,34,Male,Divorced,Semi-Urban,High,Term,5,29944,159144,Monthly,0,0,0,1,0
POL04229,66,Female,Single,Rural,Low,Term,16,28360,343715,Monthly,3,0,1,0,0
POL04230,31,Female,Married,Semi-Urban,Medium,Term,16,17813,337865,Yearly,1,1,0,0,0
POL04231,57,Female,Married,Urban,Medium,Endowment,16,9601,104868,Yearly,2,1,1,1,1
POL04232,30,Female,Single,Rural,Medium,Whole Life,14,17930,204807,Yearly,1,0,1,0,0
POL04233,48,Male,Divorced,Rural,High,Term,6,9333,127660,Yearly,3,1,0,0,0
POL04234,55,Female,Divorced,Semi-Urban,Low,Whole Life,2,10399,124206,Yearly,1,1,0,0,0
POL04235,22,Male,Single,Rural,Medium,Whole Life,14,22839,171955,Quarterly,4,0,0,0,0
POL04236,53,Male,Married,Rural,High,Term,16,45204,238601,Yearly,3,0,1,0,0
POL04237,46,Male,Married,Semi-Urban,Medium,Whole Life,13,25195,356438,Quarterly,4,0,0,0,0
POL04238,50,Male,Divorced,Rural,Medium,Endowment,15,32848,617939,Yearly,3,0,1,0,0
POL04239,28,Male,Married,Rural,Low,Endowment,12,28693,189243,Quarterly,2,3,1,0,0
POL04240,24,Male,Single,Semi-Urban,Medium,Term,9,45854,374365,Monthly,3,2,1,0,1
POL04241,41,Male,Married,Semi-Urban,Medium,Whole Life,18,41450,437440,Yearly,3,0,1,0,0
POL04242,41,Female,Divorced,Urban,Low,Endowment,14,6854,117416,Quarterly,3,0,1,0,0
POL04243,51,Male,Divorced,Urban,Medium,Term,4,36558,330444,Yearly,3,0,0,0,0
POL04244,56,Female,Single,Semi-Urban,High,ULIP,8,7985,145573,Quarterly,0,1,1,0,0
POL04245,56,Female,Divorced,Urban,High,ULIP,8,48585,282976,Quarterly,4,1,1,1,0
POL04246,60,Male,Single,Semi-Urban,Medium,ULIP,16,24278,464058,Yearly,3,0,1,0,0
POL04247,48,Male,Married,Urban,Medium,ULIP,10,45264,607044,Quarterly,3,0,1,0,0
POL04248,47,Female,Married,Urban,High,Endowment,17,38326,570354,Monthly,0,1,0,0,0
POL04249,35,Female,Married,Rural,Medium,Term,1,24280,255312,Yearly,1,1,1,1,0
POL04250,38,Female,Single,Urban,Medium,Endowment,18,39022,652834,Monthly,0,1,1,1,0
POL04251,39,Female,Divorced,Rural,Medium,ULIP,10,20667,154971,Quarterly,0,1,0,0,0
POL04252,66,Male,Single,Urban,Medium,Whole Life,4,23065,132247,Quarterly,0,0,1,0,0
POL04253,50,Male,Married,Rural,Low,ULIP,1,26655,291412,Yearly,3,0,0,0,0
POL04254,41,Male,Married,Urban,Low,Whole Life,4,15006,267188,Monthly,0,1,1,0,1
POL04255,48,Female,Married,Urban,Medium,Term,4,11283,184182,Monthly,0,0,1,1,0
POL04256,39,Male,Married,Rural,Medium,Endowment,4,46622,594772,Yearly,0,0,1,0,0
